node_a,node_b,score_mean,score_p75,score_max,pair_count,human_action,human_notes
L2_N6db20b9a,L2_Nc8ab6162,0.15961623191833496,0.15961623191833496,0.1596162299910345,2,keep,
L2_N6db20b9a,L2_Ne1879105,0.17423997819423676,0.17423997819423676,0.1742399796858793,2,keep,
L2_N6db20b9a,L2_Nf64b0b03,0.1757398545742035,0.1781434267759323,0.1781434292186141,4,keep,
L2_N709fdde1,L2_N8ed52793,0.16639497876167297,0.18236704170703888,0.1874722838626528,5,keep,
L2_N709fdde1,L2_Naaad89dc,0.21306435763835907,0.22189129889011383,0.3523847940068836,7,keep,
L2_N709fdde1,L2_Nd5d2d592,0.1762307584285736,0.1818615347146988,0.1874923115632727,2,keep,
L2_N709fdde1,L2_Nd825449f,0.16252729296684265,0.16252729296684265,0.1625272999874554,1,keep,
L2_N7d5270bf,L2_N8e687f9d,0.1890125870704651,0.1890125870704651,0.1890125876202021,1,keep,
L2_N7d5270bf,L2_N9ef25cc0,0.1845621019601822,0.1845621019601822,0.1845620966225076,1,keep,
L2_N7d5270bf,L2_Nadf8c478,0.18925228714942932,0.18925228714942932,0.1892522922637534,1,keep,
L2_N7d5270bf,L2_Nb80d9c6e,0.18997083604335785,0.18997083604335785,0.1899708314305075,1,keep,
